Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Buckle inc,BKE,"",1047168.0,34598000.0,0.0406,0.0206,486,655866.0,167.611206,addition,2.0903705,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,28.313,
Carlyle group inc,CG,"",706400.0,34550000.0,0.0405,0.0585,487,-150499.0,-17.563213,reduction,0.1953180,Q1 2021,FINANCE,13F,03/31/2022,46.77,
Avalara inc,AVLR,"",346600.0,34490000.0,0.0405,0.056,488,-2000.0,-0.573723,reduction,0.3944925,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,129.11,
Quidelortho corp,QDEL,"",305187.0,34321000.0,0.0403,,489,305187.0,,new,0.7292705,Q1 2022,HEALTH CARE,13F,03/31/2022,112.46,
Brown-forman corp. class b,BF.B,"",510838.0,34236000.0,0.0402,0.0291,490,190000.0,59.219918,addition,0.1648511,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,67.9433,
Technipfmc plc ordinary share (fmc technologies),FTI,"",4406900.0,34153000.0,0.0401,0.0133,491,2600600.0,143.973869,addition,0.9745218,Q1 2020,ENERGY,13F,03/31/2022,7.6188,
Hecla mining co. (par $0.25),HL,"",5176465.0,34009000.0,0.0399,0.0253,492,1285800.0,33.048335,addition,0.9602947,Q2 2021,MATERIALS,13F,03/31/2022,6.9684,
Cenovus energy inc,CVE,"",2031494.0,33897000.0,0.0398,0.0161,493,978400.0,92.907186,addition,0.1031413,Q4 2011,ENERGY,13F,03/31/2022,12.6522,
Seaworld entertainment  inc.,SEAS,"",454600.0,33840000.0,0.0397,0.0777,494,-508200.0,-52.783548,reduction,0.6257037,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,52.5,
Trimble navigation ltd.,TRMB,"",468144.0,33772000.0,0.0396,0.0086,495,389100.0,492.257477,addition,0.1871509,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,73.847,
Axis capital holdings ltd,AXS,"",557496.0,33712000.0,0.0396,0.0273,496,155000.0,38.509699,addition,0.6536796,Q3 2012,FINANCE,13F,03/31/2022,56.4919,
Expedia group inc,EXPE,"",172193.0,33693000.0,0.0395,0.0714,497,-145400.0,-45.781865,reduction,0.1136030,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,169.53,
Imax corp,IMAX,"",1764200.0,33396000.0,0.0392,0.0408,498,-73200.0,-3.98389,reduction,3.0146011,Q2 2018,COMMUNICATIONS,13F,03/31/2022,15.62,
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,"",352668.0,33391000.0,0.0392,0.0226,499,139400.0,65.363768,addition,0.0995408,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,81.1281,
Petrochina co ltd adr,PTR,"",660047.0,33365000.0,0.0392,0.0379,500,-29900.0,-4.333666,reduction,0.3128348,Q1 2015,ENERGY,13F,03/31/2022,62.4,
Yeti holdings inc,YETI,"",552400.0,33133000.0,0.0389,,501,552400.0,,new,0.6411299,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,59.98,
Waterstone financial inc,WSBF,"",1710970.0,33090000.0,0.0388,0.0487,502,-80733.0,-4.505937,reduction,7.0709623,Q3 2006,FINANCE,13F,03/31/2022,13.01,
Encompass health corp,EHC,"",464600.0,33038000.0,0.0388,0.0183,503,239300.0,106.213937,addition,0.4655187,Q3 2021,HEALTH CARE,13F,03/31/2022,70.1692,
Teladoc health inc,TDOC,"",457019.0,32965000.0,0.0387,0.1512,504,-866988.0,-65.482131,reduction,0.2835411,Q4 2021,HEALTH CARE,13F,03/31/2022,91.82,
Burlington stores inc,BURL,"",180000.0,32791000.0,0.0385,,505,180000.0,,new,0.2724298,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,182.17,
Cemex s.a. de c.v. series a (sponsored adr) adr,CX,"",6184793.0,32718000.0,0.0384,0.0405,506,1387490.0,28.922292,addition,0.4204931,Q3 2020,MATERIALS,13F,03/31/2022,5.6313,
Mccormick & co. non-voting shares,MKC,"",325800.0,32515000.0,0.0382,0.0108,507,236304.0,264.038616,addition,0.1300744,Q1 2020,CONSUMER STAPLES,13F,03/31/2022,97.0805,
Everest re group ltd.,RE,"",107800.0,32489000.0,0.0381,0.0249,508,34700.0,47.46922,addition,0.2733407,Q3 2014,FINANCE,13F,03/31/2022,262.755,
Canon inc. adr,CAJ,"",1333207.0,32410000.0,0.038,0.0402,509,11700.0,0.885353,addition,0.0999583,Q4 2004,INFORMATION TECHNOLOGY,13F,03/31/2022,28.0073,
Rexford industrial realty inc,REXR,"",434500.0,32409000.0,0.038,0.0093,510,342535.0,372.46235,addition,0.2632999,Q4 2015,REAL ESTATE,13F,03/31/2022,70.2722,
Waters corporation,WAT,"",104300.0,32374000.0,0.038,0.0072,511,88700.0,568.589744,addition,0.1731542,Q2 2020,HEALTH CARE,13F,03/31/2022,301.9678,
Hostess brands inc class a,TWNK,"",1474910.0,32360000.0,0.038,0.0253,512,477400.0,47.859169,addition,1.0665592,Q2 2019,FINANCE,13F,03/31/2022,15.515,
Maravai lifesciences holdings  inc.,MRVI,"",913200.0,32209000.0,0.0378,0.0284,513,368400.0,67.621145,addition,0.6942469,Q2 2021,HEALTH CARE,13F,03/31/2022,40.5319,
The hackett group inc,HCKT,"",1394344.0,32154000.0,0.0377,0.0381,514,-97225.0,-6.518304,reduction,4.4132030,Q3 2007,INFORMATION TECHNOLOGY,13F,03/31/2022,13.92,
Mettler-toledo international  inc.,MTD,"",23400.0,32133000.0,0.0377,0.0095,515,18900.0,420.0,addition,0.1029223,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,1305.29,
Watts water technologies  inc.,WTS,"",230000.0,32106000.0,0.0377,0.0192,516,150400.0,188.944724,addition,0.8385599,Q1 2015,INDUSTRIALS,13F,03/31/2022,138.9567,
Dover corp.,DOV,"",204600.0,32102000.0,0.0377,0.0238,517,99300.0,94.301994,addition,0.1419223,Q2 2021,INDUSTRIALS,13F,03/31/2022,155.3354,
Pure storage inc,PSTG,"",897300.0,31684000.0,0.0372,0.0106,518,636000.0,243.398393,addition,0.3031197,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,34.5063,
Monday.com ltd,MNDY,"",199100.0,31472000.0,0.0369,0.0012,519,196000.0,6322.580645,addition,0.4431926,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,160.4156,
Bank of montreal (nyse),BMO,"",266495.0,31438000.0,0.0369,0.0279,520,58600.0,28.187306,addition,0.0395181,Q4 2021,FINANCE,13F,03/31/2022,109.9739,
Cnx resources corporation,CNX,"",1513616.0,31362000.0,0.0368,0.001,521,1454887.0,2477.288903,addition,0.7759985,Q3 2021,ENERGY,13F,03/31/2022,20.4057,
Nordson corporation,NDSN,"",137214.0,31159000.0,0.0366,0.0294,522,44500.0,47.997066,addition,0.2385841,Q1 2021,INDUSTRIALS,13F,03/31/2022,236.6207,
Chase corp.,CCF,"",358000.0,31114000.0,0.0365,0.0431,523,10100.0,2.903133,addition,3.7808030,Q3 2012,INDUSTRIALS,13F,03/31/2022,64.3645,
United microelectronics corp. adr,UMC,"",3410950.0,31108000.0,0.0365,0.0628,524,-905584.0,-20.979425,reduction,0.1366334,Q3 2011,INFORMATION TECHNOLOGY,13F,03/31/2022,2.22,
Stellantis nv,STLA,"",1896958.0,31079000.0,0.0365,0.0003,525,1882271.0,12815.898414,addition,0.1223356,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,16.2822,
Surmodics  inc.,SRDX,"",685500.0,31074000.0,0.0365,0.0431,526,-34138.0,-4.743774,reduction,4.8999285,Q3 2010,HEALTH CARE,13F,03/31/2022,27.02,
Fluor corp.,FLR,"",1075900.0,30868000.0,0.0362,,527,1075900.0,,new,0.7576291,Q1 2019,INDUSTRIALS,13F,03/31/2022,28.69,
Myers industries inc.,MYE,"",1427097.0,30825000.0,0.0362,0.0394,528,-155599.0,-9.831263,reduction,3.9266509,Q2 2013,MATERIALS,13F,03/31/2022,17.27,
Sohucom ltd ads,SOHU,"",1832355.0,30820000.0,0.0362,0.038,529,-45500.0,-2.422977,reduction,4.7941248,Q2 2014,COMMUNICATIONS,13F,03/31/2022,32.68,
Star peak energy transition corp,STEM,"",2761600.0,30405000.0,0.0357,,530,2761600.0,,new,1.7907786,Q3 2021,FINANCE,13F,03/31/2022,11.01,
Veeva systems inc,VEEV,"",143100.0,30403000.0,0.0357,0.1154,531,-220000.0,-60.589369,reduction,0.9691517,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,285.39,
Thomson reuters corp.,TRI,"",279260.0,30383000.0,0.0357,0.0383,532,21800.0,8.467335,addition,0.0573284,Q2 2019,COMMUNICATIONS,13F,03/31/2022,107.4763,
Avery dennison corp.,AVY,"",174300.0,30323000.0,0.0356,0.0089,533,141200.0,426.586103,addition,0.2133042,Q2 2021,INDUSTRIALS,13F,03/31/2022,180.8388,
Ke holdings inc.,BEKE,"",2451294.0,30323000.0,0.0356,0.0257,534,1424294.0,138.684907,addition,0.2022894,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,16.8152,
Suzano papel e celulose sa,SUZ,"",2606838.0,30291000.0,0.0355,0.0379,535,-216530.0,-7.669209,reduction,0.1915013,Q1 2019,MATERIALS,13F,03/31/2022,7.03,
Re/max holdings inc,RMAX,"",1089000.0,30198000.0,0.0354,0.0392,536,54500.0,5.268246,addition,5.6523667,Q1 2015,REAL ESTATE,13F,03/31/2022,42.8818,
Iradimed corp,IRMD,"",673312.0,30191000.0,0.0354,0.0399,537,-20000.0,-2.884704,reduction,5.3604370,Q3 2016,HEALTH CARE,13F,03/31/2022,23.68,
Smith (a.o.) corp.  class b,AOS,"",471900.0,30150000.0,0.0354,0.001,538,462900.0,5143.333333,addition,0.3628998,Q1 2020,INDUSTRIALS,13F,03/31/2022,63.8318,
Perion network ltd,PERI,"",1339543.0,30126000.0,0.0354,0.0452,539,-172200.0,-11.390825,reduction,3.0155321,Q3 2008,INFORMATION TECHNOLOGY,13F,03/31/2022,30.22,
Atrion corp.,ATRI,"",42200.0,30089000.0,0.0353,0.0377,540,-800.0,-1.860465,reduction,2.3508387,Q3 2010,HEALTH CARE,13F,03/31/2022,478.65,
Old republic international corp.,ORI,"",1153585.0,29843000.0,0.035,0.0246,541,350400.0,43.626313,addition,0.3741722,Q3 2015,FINANCE,13F,03/31/2022,24.4566,
Stantec inc,STN,"",592700.0,29737000.0,0.0349,0.0358,542,80400.0,15.693929,addition,0.5350241,Q2 2013,INDUSTRIALS,13F,03/31/2022,38.1688,
Terex corp. (northwest engineering co.),TEX,"",833600.0,29726000.0,0.0349,0.0216,543,438200.0,110.824482,addition,1.2028860,Q3 2019,INDUSTRIALS,13F,03/31/2022,37.8988,
Haverty furniture companies  inc.,HVT,"",1083606.0,29712000.0,0.0349,0.0439,544,-71100.0,-6.157411,reduction,6.8347008,Q3 2007,CONSUMER DISCRETIONARY,13F,03/31/2022,23.43,
Lilly (eli) & co.,LLY,"",103700.0,29697000.0,0.0349,0.0666,545,-90247.0,-46.531784,reduction,0.0109140,Q1 2007,HEALTH CARE,13F,03/31/2022,227.44,
Industrias bachoco s.a. de c.v. ads adr,IBA,"",634745.0,29655000.0,0.0348,0.0342,546,-11054.0,-1.711678,reduction,1.2694900,Q4 2005,CONSUMER STAPLES,13F,03/31/2022,38.4,
Mr cooper group inc,COOP,"",647899.0,29590000.0,0.0347,0.0079,547,495600.0,325.412511,addition,0.8766516,Q3 2021,FINANCE,13F,03/31/2022,44.7062,
News inc. class a,NWSA,"",1333500.0,29537000.0,0.0347,0.0343,548,97483.0,7.886866,addition,0.3432710,Q4 2020,COMMUNICATIONS,13F,03/31/2022,21.9646,
Central garden & pet co. class a,CENTA,"",723124.0,29489000.0,0.0346,0.0446,549,-25300.0,-3.380437,reduction,1.7163972,Q4 2011,CONSUMER STAPLES,13F,03/31/2022,23.34,
Xpo logistics inc,XPO,"",404520.0,29449000.0,0.0346,0.0027,550,376400.0,1338.549075,addition,0.3517001,Q4 2021,TRANSPORTS,13F,03/31/2022,73.1219,
Chicos fas inc,CHS,"",6116300.0,29358000.0,0.0345,0.043,551,-309714.0,-4.819691,reduction,4.8874328,Q4 2008,CONSUMER DISCRETIONARY,13F,03/31/2022,6.5,
Taro pharmaceutical industries ltd,TARO,"",678300.0,29343000.0,0.0344,0.0434,552,-17700.0,-2.543103,reduction,1.8047270,Q2 2012,HEALTH CARE,13F,03/31/2022,91.69,
Cra international inc.,CRAI,"",347875.0,29312000.0,0.0344,0.0385,553,16600.0,5.010943,addition,4.7186018,Q1 2014,INDUSTRIALS,13F,03/31/2022,38.7124,
New gold inc. adr,NGD,"",16228345.0,29211000.0,0.0343,0.0305,554,-131324.0,-0.80273,reduction,2.3791303,Q3 2017,MATERIALS,13F,03/31/2022,1.11,
Sprout social  inc.,SPT,"",363400.0,29116000.0,0.0342,0.0208,555,179000.0,97.071584,addition,0.7828786,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,95.7641,
Ross stores inc. (de),ROST,"",321128.0,29049000.0,0.0341,,556,321128.0,,new,0.0917702,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,90.46,
Unitil corp,UTL,"",579751.0,28918000.0,0.0339,0.034,557,-15100.0,-2.538451,reduction,3.6164351,Q3 2011,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,43.3,
Macerich company (the),MAC,"",1842987.0,28824000.0,0.0338,0.0282,558,531650.0,40.542591,addition,0.8586200,Q2 2018,REAL ESTATE,13F,03/31/2022,16.7998,
Regency centers corp,REG,"",403969.0,28819000.0,0.0338,0.0191,559,200200.0,98.248507,addition,0.2343720,Q4 2014,REAL ESTATE,13F,03/31/2022,69.2164,
Arcbest corp,ARCB,"",357739.0,28798000.0,0.0338,0.0405,560,86400.0,31.842087,addition,1.4543561,Q2 2019,TRANSPORTS,13F,03/31/2022,47.3315,
Weis markets inc,WMK,"",400736.0,28621000.0,0.0336,0.0329,561,-800.0,-0.199235,reduction,1.4898111,Q2 2005,CONSUMER STAPLES,13F,03/31/2022,46.39,
City office reit inc,CIO,"",1618516.0,28583000.0,0.0335,0.0394,562,10600.0,0.659238,addition,3.7160813,Q1 2015,REAL ESTATE,13F,03/31/2022,13.0703,
Takeda pharmaceutical co ltd,TAK,"",1993200.0,28543000.0,0.0335,0.0291,563,274400.0,15.964626,addition,0.0629862,Q2 2019,HEALTH CARE,13F,03/31/2022,16.6655,
Tc energy corp,TRP,"",505710.0,28532000.0,0.0335,,564,505710.0,,new,0.0514197,Q1 2022,ENERGY,13F,03/31/2022,56.42,
Ituran location and control ltd,ITRN,"",1234700.0,28423000.0,0.0334,0.0425,565,-44700.0,-3.493825,reduction,5.2595413,Q4 2006,INFORMATION TECHNOLOGY,13F,03/31/2022,21.77,
Independent bank corp. (ma),INDB,"",347381.0,28378000.0,0.0333,0.041,566,-56800.0,-14.05311,reduction,0.7426003,Q2 2021,FINANCE,13F,03/31/2022,80.17,
On semiconductor corp,ON,"",451096.0,28243000.0,0.0331,0.0303,567,92410.0,25.763481,addition,0.1038182,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,42.5962,
Camtek ltd,CAMT,"",920840.0,28049000.0,0.0329,0.054,568,-21800.0,-2.312654,reduction,2.1001021,Q3 2006,INFORMATION TECHNOLOGY,13F,03/31/2022,5.66,
Seaboard corp. (hathaway bakeries),SEB,"",6667.0,28038000.0,0.0329,0.0335,569,-167.0,-2.443664,reduction,0.5743557,Q3 2005,CONSUMER STAPLES,13F,03/31/2022,2841.93,
Patterson-uti energy inc,PTEN,"",1811121.0,28036000.0,0.0329,0.0171,570,183600.0,11.28096,addition,0.8373066,Q4 2018,ENERGY,13F,03/31/2022,10.87,
Xpeng inc.,XPEV,"",1014700.0,27996000.0,0.0329,0.0376,571,414224.0,68.982607,addition,0.1548218,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,32.2946,
Sjw group (san jose water co.),SJW,"",402000.0,27971000.0,0.0328,0.0392,572,-28400.0,-6.598513,reduction,1.3294906,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,54.38,
Sitime corp,SITM,"",112800.0,27954000.0,0.0328,0.0444,573,-9100.0,-7.465135,reduction,0.5360744,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,281.15,
Sap se adr,SAP,"",251500.0,27906000.0,0.0327,,574,251500.0,,new,0.0204720,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,110.96,
Ufp technologies inc.,UFPT,"",420673.0,27836000.0,0.0327,0.0381,575,-14700.0,-3.376415,reduction,5.5633575,Q2 2007,MATERIALS,13F,03/31/2022,17.09,
Iridium communications inc,IRDM,"",688699.0,27768000.0,0.0326,0.0129,576,438000.0,174.711507,addition,0.5380818,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,40.502,
Fubotv inc,FUBO,"",4225800.0,27764000.0,0.0326,,577,4225800.0,,new,2.2832043,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,6.57,
Transalta corp. adr,TAC,"",2670341.0,27667000.0,0.0325,0.0314,578,399141.0,17.574014,addition,0.9864474,Q2 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,8.0296,
Hess corp,HES,"",258263.0,27644000.0,0.0324,0.0672,579,-471000.0,-64.585753,reduction,0.0829727,Q3 2021,ENERGY,13F,03/31/2022,75.19,
Bwx technologies inc,BWXT,"",513200.0,27641000.0,0.0324,0.0145,580,269100.0,110.241704,addition,0.5627639,Q3 2020,INDUSTRIALS,13F,03/31/2022,51.0157,
Nice ltd adr,NICE,"",126144.0,27626000.0,0.0324,0.0322,581,41000.0,48.153716,addition,0.1985530,Q2 2015,INFORMATION TECHNOLOGY,13F,03/31/2022,212.2908,
Evercore inc. class a,EVR,"",247800.0,27585000.0,0.0324,0.0084,582,198300.0,400.606061,addition,0.5729212,Q3 2021,FINANCE,13F,03/31/2022,115.7846,
Cgi inc,GIB,"",345700.0,27585000.0,0.0324,0.0092,583,262400.0,315.006002,addition,0.1625971,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,81.6733,
Revolve group inc,RVLV,"",513600.0,27575000.0,0.0324,0.074,584,-547400.0,-51.592837,reduction,1.2615740,Q3 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,39.28,
Cf industries holdings inc,CF,"",267550.0,27574000.0,0.0324,,585,267550.0,,new,0.1282588,Q1 2022,MATERIALS,13F,03/31/2022,103.06,
Quanex building products,NX,"",1310407.0,27505000.0,0.0323,0.0425,586,-68174.0,-4.94523,reduction,3.9329845,Q4 2013,INDUSTRIALS,13F,03/31/2022,16.77,
Stewart information services corp.,STC,"",453597.0,27493000.0,0.0323,0.0374,587,76500.0,20.286558,addition,1.6789290,Q3 2013,FINANCE,13F,03/31/2022,44.7229,
Granite real estate investment trusts,GRP.U,"",356100.0,27492000.0,0.0323,0.0078,588,280500.0,371.031746,addition,0.5415970,Q1 2013,REAL ESTATE,13F,03/31/2022,,
Mdu resources group,MDU,"",1030450.0,27461000.0,0.0322,0.02,589,509900.0,97.954087,addition,0.5067353,Q1 2018,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,28.5292,
Tenable holdings inc,TENB,"",473200.0,27346000.0,0.0321,,590,473200.0,,new,0.4279170,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,57.79,
Brown & brown inc.,BRO,"",377700.0,27296000.0,0.032,0.0114,591,247200.0,189.425287,addition,0.1338067,Q4 2015,FINANCE,13F,03/31/2022,62.8306,
Atlantica sustainable infrastr plc,AY,"",773255.0,27118000.0,0.0318,0.0421,592,-172300.0,-18.222102,reduction,0.6879311,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,28.57,
Armada hoffler properties inc,AHH,"",1856809.0,27109000.0,0.0318,0.0363,593,-58852.0,-3.072151,reduction,2.7424060,Q4 2013,REAL ESTATE,13F,03/31/2022,13.66,
Foot locker inc. (f. w. woolworth),FL,"",913900.0,27106000.0,0.0318,0.001,594,896400.0,5122.285714,addition,0.9669849,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,29.9664,
Hca healthcare inc,HCA,"",108000.0,27067000.0,0.0318,0.1015,595,-209400.0,-65.973535,reduction,0.0365502,Q4 2021,HEALTH CARE,13F,03/31/2022,256.92,
Knight transportation inc.,KNX,"",535327.0,27013000.0,0.0317,,596,535327.0,,new,0.3272801,Q1 2022,TRANSPORTS,13F,03/31/2022,50.46,
Kimberly-clark corp.,KMB,"",217900.0,26837000.0,0.0315,0.0079,597,173700.0,392.986425,addition,0.0646731,Q2 2018,CONSUMER STAPLES,13F,03/31/2022,125.0424,
Archer-daniels-midland co.,ADM,"",297000.0,26807000.0,0.0315,0.0055,598,231100.0,350.682853,addition,0.0527805,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,85.2299,
Nutanix inc,NTNX,"",997800.0,26761000.0,0.0314,0.0203,599,486900.0,95.302408,addition,0.4448626,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,29.841,
Universal display corp,OLED,"",160239.0,26752000.0,0.0314,0.059,600,-127300.0,-44.272255,reduction,0.3393864,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,168.82,
Manhattan associates  inc.,MANH,"",192560.0,26710000.0,0.0313,0.0312,601,31491.0,19.551248,addition,0.3051009,Q1 2010,INFORMATION TECHNOLOGY,13F,03/31/2022,129.4838,
Wix.com ltd,WIX,"",255500.0,26690000.0,0.0313,,602,255500.0,,new,0.4462556,Q1 2022,COMMUNICATIONS,13F,03/31/2022,104.46,
Suncoke energy inc,SXC,"",2992768.0,26666000.0,0.0313,0.0255,603,-117700.0,-3.783996,reduction,3.5892762,Q3 2012,ENERGY,13F,03/31/2022,9.96,
Alexanders  inc.,ALX,"",103714.0,26575000.0,0.0312,0.0361,604,-7800.0,-6.994637,reduction,2.0307051,Q4 2010,REAL ESTATE,13F,03/31/2022,377.65,
Pennymac financial services inc,PFSI,"",498800.0,26536000.0,0.0311,0.0382,605,59300.0,13.492605,addition,0.9161270,Q2 2014,FINANCE,13F,03/31/2022,55.1032,
Wsfs financial corp.,WSFS,"",568784.0,26517000.0,0.0311,0.0208,606,235026.0,70.418087,addition,0.8981505,Q2 2005,FINANCE,13F,03/31/2022,36.1634,
Landstar system inc,LSTR,"",175140.0,26416000.0,0.031,,607,175140.0,,new,0.4717279,Q1 2022,TRANSPORTS,13F,03/31/2022,150.83,
Western union co (the),WU,"",1407900.0,26384000.0,0.031,,608,1407900.0,,new,0.3647088,Q1 2022,FINANCE,13F,03/31/2022,18.74,
Bausch health companies,BHC,"",1153789.0,26370000.0,0.0309,0.0039,609,1038789.0,903.294783,addition,0.3196182,Q2 2016,HEALTH CARE,13F,03/31/2022,23.2836,
Blue owl cap class a,OWL,"",2078800.0,26359000.0,0.0309,0.0352,610,180100.0,9.485437,addition,0.4948316,Q3 2021,FINANCE,13F,03/31/2022,14.7351,
Box inc,BOX,"",906200.0,26334000.0,0.0309,0.0103,611,590800.0,187.317692,addition,0.6290548,Q3 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,26.9474,
Douglas elliman inc,DOUG,"",3601923.0,26294000.0,0.0309,0.0615,612,-694603.0,-16.166619,reduction,4.4339204,Q4 2021,REAL ESTATE,13F,03/31/2022,11.5,
Bce inc. (bell telephone of canada),BCE,"",473398.0,26255000.0,0.0308,0.0511,613,-315973.0,-40.028453,reduction,0.0519130,Q3 2005,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,51.82,
Sterling construction company  inc.,STRL,"",979272.0,26244000.0,0.0308,0.0333,614,-38800.0,-3.811125,reduction,3.2358259,Q4 2009,INDUSTRIALS,13F,03/31/2022,10.79,
Rocket companies  inc.,RKT,"",2357100.0,26211000.0,0.0308,0.0086,615,1864700.0,378.696182,addition,1.9884501,Q3 2021,FINANCE,13F,03/31/2022,11.7425,
Organon & co,OGN,"",749185.0,26169000.0,0.0307,0.0071,616,561200.0,298.534458,addition,0.2953766,Q4 2021,HEALTH CARE,13F,03/31/2022,33.8059,
Life storage inc,LSI,"",185400.0,26036000.0,0.0306,0.0316,617,19600.0,11.821472,addition,0.2197596,Q1 2018,REAL ESTATE,13F,03/31/2022,117.4559,
Sociedad quimica y minera de chile s.a. class a adr,SQM,"",303900.0,26014000.0,0.0305,,618,303900.0,,new,0.2127870,Q1 2021,MATERIALS,13F,03/31/2022,85.6,
Ballard power systems  inc.,BLDP,"",2232513.0,25988000.0,0.0305,,619,2232513.0,,new,0.7489024,Q2 2021,ENERGY,13F,03/31/2022,11.64,
Magnite inc. (rubicon project inc.),MGNI,"",1964654.0,25953000.0,0.0305,0.0179,620,1141790.0,138.758045,addition,1.4893881,Q4 2020,COMMUNICATIONS,13F,03/31/2022,15.0068,
Gerdau sa adr,GGB,"",4028700.0,25905000.0,0.0304,0.0378,621,-2152500.0,-34.823335,reduction,0.3515349,Q1 2021,MATERIALS,13F,03/31/2022,5.7,
Collegium pharmaceutical inc,COLL,"",1270118.0,25860000.0,0.0303,0.0292,622,13800.0,1.098448,addition,3.7441042,Q2 2019,HEALTH CARE,13F,03/31/2022,15.9287,
Live nation entertainment inc,LYV,"",219585.0,25832000.0,0.0303,0.018,623,98900.0,81.948875,addition,0.0962822,Q3 2021,COMMUNICATIONS,13F,03/31/2022,117.3102,
Roper technologies inc,ROP,"",54600.0,25784000.0,0.0303,0.1032,624,-114100.0,-67.634855,reduction,0.0515519,Q3 2018,INDUSTRIALS,13F,03/31/2022,444.59,
Plains gp holdings lp,PAGP,"",2229722.0,25753000.0,0.0302,0.0144,625,1090133.0,95.66019,addition,1.1479892,Q4 2014,ENERGY,13F,03/31/2022,11.274,
Ugi corp. (united gas improvement),UGI,"",710583.0,25737000.0,0.0302,0.002,626,675183.0,1907.29661,addition,0.3383834,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,36.5388,
Verisk analytics inc,VRSK,"",119800.0,25713000.0,0.0302,0.1263,627,-324000.0,-73.005858,reduction,0.0758698,Q2 2021,INDUSTRIALS,13F,03/31/2022,228.73,
Atkore inc,ATKR,"",260000.0,25594000.0,0.03,0.0367,628,-5400.0,-2.034665,reduction,0.6030499,Q1 2018,INDUSTRIALS,13F,03/31/2022,51.85,
Berkshire hathaway inc class b,BRK.B,"",72500.0,25586000.0,0.03,0.3501,629,-868800.0,-92.297886,reduction,0.0056387,Q1 2019,FINANCE,13F,03/31/2022,291.42,
Model n  inc.,MODN,"",949398.0,25539000.0,0.03,0.0338,630,44872.0,4.96083,addition,2.5781957,Q2 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,22.6603,
Abcellera biologics inc.,ABCL,"",2617603.0,25522000.0,0.03,0.0096,631,2078400.0,385.457796,addition,0.9199543,Q2 2021,HEALTH CARE,13F,03/31/2022,10.9344,
Ss&c technologies holdings inc,SSNC,"",338200.0,25372000.0,0.0298,0.0589,632,-238900.0,-41.396638,reduction,0.1327415,Q2 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,71.48,
